cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,network_total,network_ratio,cpu_memory_product
-0.06805196804252205,-0.7892245849324573,-0.2083652256015685,-0.2423630210737107,3.731755590886369,3.625037977704427,0.7600999260001307,-0.7309379544131585,1.017401381511496,1.0006892174479538,-0.3032306747659063,-0.23043469332078348,-0.5484991664847297
-0.8358380623945761,0.05661307440606037,0.4609700270763929,-1.3000984688693553,-0.14704538524153332,0.8435584252158389,-0.5284780371278722,0.4419641888633971,-0.9828962474125561,0.050399181460380985,-0.43796567598367103,-0.346222038801561,-0.5281490623032373
1.1243710222258416,0.3555614658031034,-0.16190750883471772,-0.40971264567423865,0.24190768636188703,-1.4143486472588944,-0.7861936297534728,-1.3173890260514363,-0.9828962474125561,-1.4080673443601193,-0.3693026465169255,-0.25107275710797855,1.008278867024171
-0.8821099710141931,1.2754709075797608,0.3456860632475409,-0.3131647853277802,-0.2704373941639977,-0.278141830590902,0.5023843333745301,1.028415260501675,1.017401381511496,-1.155673021076432,0.07117716515653605,-0.276670659997889,-0.10121291836955178
0.02899619428357777,1.3020835240246011,1.0236245968082525,-0.4869509339514054,0.021948018282711392,0.878470480400594,-0.7861936297534728,0.1487386530442582,-0.9828962474125561,-0.23587357447883467,0.4766776976676933,-0.31022990712436826,0.8131726969706934
-0.9079075837844222,-1.5463535227881728,-0.2204098188374187,-1.1263123202457301,0.8830096457633868,0.7470687278690072,0.7600999260001307,-0.1444868827748807,1.017401381511496,1.205653735013901,-0.8460572662105545,-0.31676535732400873,-1.1629990075931396
0.944197218751226,-0.9941417315577299,0.32503818912894056,0.8775921589452071,-0.19264677984331363,-0.1595010361613293,-0.7861936297534728,-1.3173890260514363,-0.9828962474125561,0.3705503700551247,0.7746493349762115,-0.1925326035869205,-0.3257227105195784
0.4245595900937559,1.4888153827458999,0.0669397626464362,-0.27025462517379867,-0.8149716944087861,-0.6583822661117595,-1.0439092223790734,-1.6106145618705752,-0.9828962474125561,0.631414301502694,-0.11278793266002732,-0.2568586397516526,1.344855895858345
-0.4480548990071654,-1.4962330951503895,-0.10168454265546668,0.36481574510512793,1.0332260044516044,0.7626587663049583,-1.301624815004674,0.735189724682536,-0.9828962474125561,-0.015663762217899595,0.1437267811968709,-0.18577092525951538,-1.0524297551190782
0.44912874511302137,-1.5215150807729882,-0.8501699794547294,1.2487650442771474,-1.3943776493490538,0.5872557856008613,-1.0439092223790734,-1.6106145618705752,-0.9828962474125561,1.0718339260245637,0.11392961746601908,0.1904989625368189,-0.8916190007862782
-0.9836624784271583,1.2036168431786909,0.9100612891559505,0.6544593261445032,-0.6996269904160477,-0.4327781577799289,1.275531111251332,0.4419641888633971,1.017401381511496,0.8297800977422284,1.0803941454319084,-0.24699674030692698,-0.22610352105258982
1.6849572425820878,-0.8964734292051649,2.4861823468757773,2.2442807598495187,2.7848560441552834,0.489237181009732,-1.301624815004674,1.028415260501675,1.017401381511496,-1.7333002978531924,3.227085462911102,-0.24415907308096796,0.03560206438813736
0.9544343666759201,0.33471491625464495,0.6192703953189956,0.8668646189067117,0.1667995070177783,-0.8220475730899472,2.0486778891281334,1.028415260501675,1.017401381511496,1.2644489540479065,0.9897071253814897,-0.21754441800746085,0.8664806134382564
0.4409390267732666,-0.12523980463368392,-1.180535965352335,0.3133235529203501,-0.7425459500412528,1.1543359095587529,-0.013046851876671067,0.4419641888633971,-0.9828962474125561,-0.37646906999927776,-0.6996625052720217,0.38236659587117,0.15281495807843976
